BIZ_NO,CMP_PFIX_NM,CMP_NM,CMP_SFIX_NM,CMP_ENM,BZ_TYP,CMP_SCL,PBCO_GB,PSN_CORP_GB,HDOF_BR_GB,FR_IVST_CORP_YN,VENT_YN,LIST_CD,IND_CD_ORDR,IND_CD1,IND_CD2,IND_CD3,PB_ORG_TYP,MDSCO_PRTC_YN,HDOF_CMP_CD,ESTB_DATE,ESTB_GB,LIST_DATE,MN_BIZ_CONT,NATN_NM,HOMEPAGE_URL,CEO_NM,EMP_CNT
3128619162,,대일연와,(주),"Daeil Brick Co., Ltd.",M,2,2,1,1,N,N,,10,46612,,,0,N,,20100730,01,,점토블럭,,,전임범,8
1078539365,(주),삼양에프앤비여의도지점,,Samyang F&B Yeouido Branch,M,2,2,1,2,N,N,,10,,,,0,N,1875596,,01,,,,,서정배,
1078539929,(주),삼양에프앤비영등포점,,Samyang F&B Youngdeungpojeom,M,2,2,1,2,N,N,,10,,,,0,N,1875596,,01,,,,,서정배,
3078512480,,첫마을아파트이단지관리사무소,,Cheosmaeulapateu E Danji Management Office,M,2,2,1,2,N,N,,10,68210,,,0,N,2779178,20120101,01,,"부동산 관리업",,,윤상진,5
1138528825,(주),천성세이브마트구로점,,Cheonseong Save Mart Gurojeom,M,2,2,1,2,N,N,,10,47121,,,0,N,2803346,20091201,01,,슈퍼마켓,,,이병호,20
1148532695,,코닉오토메이션(주)서울지점,,Kornic Automation Co.Ltd. Seoul Branch,M,2,2,1,2,N,N,,10,58221,,,0,N,1577757,20121101,01,,시스템 소프트웨어 개발 및 공급업,,,김혁외  1명,8
3148540174,,에프엠전자(주)대전,,FM Electronics,M,2,2,1,2,N,N,,10,26500,,,0,N,1359693,20100402,01,,"영상 및 음향기기 제조업",,,한승훈,18
1198535737,(주),은광서울대역지점,,"Eungwang Seoul Daeyeok Branch Co., Ltd.",M,2,2,1,2,N,N,,10,47430,,,0,N,1169894,20141007,01,,"소매,고무신,운동화등",,,김광주,6
5048536119,(주),삼양에프앤비대구동성로점,,Samyang F&B Daegu Dongseongrojeom,M,2,2,1,2,N,N,,10,56123,,,0,N,1875596,,01,,"서양식 음식점업",,,서정배,
5118505856,,칠성섬유,(주),"CHILSUNG TEXTILE CO., LTD.",M,2,2,1,2,N,N,,10,,,,0,N,1566088,19920401,01,,,,,주수일,13
1348543444,(주),동우써키트인천지점,,Dongu Circuit Incheon Branch,M,2,2,1,2,N,N,,10,26111,,,0,N,2608625,20090810,01,,"제조,반도체,집적회로",,,최재열,22
1348548056,(주),한국파비스제약,,"Hankuk Pharvis Pharmaceutical Co.,Ltd.",M,2,2,1,2,N,N,,10,,,,0,N,4010563,,01,,,,,차미희,81
2068515864,,한불모터스(주)강남서비스센터,,Hanbul Motors Corp.,M,2,2,1,2,N,N,,10,,,,0,N,1465216,,01,,,,,손동군,46
6098609516,(주),엠티엠,,"MTM CO.,LTD.",M,2,2,1,1,N,N,,10,27210,,,0,N,,20121224,01,,카메라 모듈 검사 장비 외,,www.mintomax.com,김대봉,19
2118565712,,진영푸드(주)피자헛청담사거리점,,"Jinyoung Food Co.,Ltd.",M,2,2,1,2,N,N,,10,56192,,,0,N,1677570,,01,,,,,최강호,
6218524581,,동아송강회계법인,,Dong-A & Song-Gang Accounting Firm,M,2,2,1,2,N,N,,10,71201,,,0,N,2822268,20080701,99,,"공인회계사(회계감사,고문료)",,,박병곤외  1명,20
2118888190,(주),브랜드엑스그룹,,BRANDXGROUP,M,2,2,1,1,N,N,,10,47912,,,0,N,,20130107,01,,"의류, 광고대행",,,최범석,12
2158777136,(주),예온커뮤니케이션,,"Yeon Communication Co., Ltd.",M,2,2,1,1,N,N,,10,71310,,,0,N,,20121227,01,,"광고기획, 광고대행업",,www.yes-on.co.kr,김정호,4
1208792557,(주),넥스트페이지,,"NEXT-PAGE Co., Ltd.",M,2,2,1,1,N,Y,,10,58222,,,0,N,,20130108,01,,"소프트웨어(스마트폰앱 등) 개발, 자문, 공급, 용역업",,www.next-page.co.kr,이택우,3
2178139965,(주),포잉,,Poing Corporation,M,2,2,1,1,N,Y,,10,63991,,,0,N,,20130109,01,,데이터베이스 및 온라인정보 제공업,,www.trustus.co.kr,정범진,84
1208792805,(주),위더스플래닛,,"WITHUS PLANET CO.,LTD.",M,2,2,1,1,N,N,,10,46522,,,0,N,,20130109,01,,광통신 소프트개발업,,www.withusp.com,양국정,28
2648109036,(주),에이펙스서비스,,APEX SERVICES INC.,M,2,2,1,1,N,N,,10,63999,,,0,N,,20130109,01,,"서비스, 물품감정형량 및 견본추출, 번역 및 통역",,apextranslation.co.kr,서상원,25
1228629204,(주),경일종합건설,,"Kyeong IL General Construction Co., Ltd.",M,2,2,1,1,N,N,,10,42121,,,0,N,,20130104,01,,토.공사업,,,전민규,26
1218622829,(주),케이원임산,,"K-ONE FORESTRY CO.,LTD.",M,2,2,1,1,N,N,,10,46611,,,0,N,,20130501,01,,목재류 도.소매업,,www.timbers.co.kr,정기훈,6
1308677648,(주),마음들,,Maum Co.Ltd,M,2,2,1,1,N,N,,10,10799,,,0,N,,20121217,01,,"식품제조, 가공업, 식자재납품업, 식품운반업, 식품소분판매업",,,양미경,5
1198669141,(주),오케이할부금융,,OK Halbu Financial,M,2,2,1,1,N,N,,10,66199,,,0,N,,20121231,01,,할부금융대행업,,,양용구,12
1348705648,(주),레비아텍,,"Laser Via Tech Co., Ltd.",M,2,2,1,1,N,N,,10,33999,,,0,N,,20130103,01,,"레이저 응용 장비의 개발및 제조,판매.",,,성규동,27
1348703960,(주),인광,,INGWANG,M,2,2,1,1,N,N,,10,26219,,,0,N,,20130103,01,,엘이디 부품 제조업,,,이이근,8
1348704746,,레캅,(주),"RE-Cop Co.,Ltd",M,2,2,1,1,N,N,,10,26221,,,0,N,,20130111,01,,전자부품 제조(인쇄회로기판),,,임성환,21
1428154788,(주),예광,,"Yegwang Co.,Ltd.",M,2,2,1,1,N,N,,10,46433,,,0,N,,20130104,01,,"주방용품 , 생황용품 , 욕실용품 도, 소매업",,,김병진,22
1408170797,(주),이산일렉트론,,"eSAN electron Co.,Ltd",M,2,2,1,1,N,N,,10,31999,,,0,N,,20130103,01,,"소형가전, 캠핑용품",,,이승은,4
1268660662,(주),천연애,,"Cheonyeonae Co., Ltd.",M,2,2,1,1,N,N,,10,46444,,,0,N,,20130108,01,,"비누, 화장품, 세제류 도소매업",,,이경일,3
2228129396,(주),대세기업,,"Daese Enterprise Co., Ltd.",M,2,2,1,1,N,N,,10,52942,,,0,N,,20130104,01,,항만하역사업,,,김송기,6
3038168325,(주),돈팜스,,"AGRICULTRURAL CORPORATION DONFARMS CO.,LTD.",M,2,2,1,1,N,N,,10,01220,,,0,N,,20130102,01,,"농,축산물의 유통, 가공, 판매업",,,곽승우,30
3048127782,(주),경방,,"kyoungbang Co.,Ltd.",M,2,2,1,1,N,N,,10,20422,,,0,N,,20130110,01,,한의약품 제조,,,어수옥,3
3038168155,,실리콘뱅크,(주),"Silicon Bank Co., Ltd.",M,2,2,1,1,N,N,,10,46107,,,0,N,,20121220,01,,실리콘무역업 및 도매업,,,이종엽,5
3058623144,(주),현대에스티,,"Hyundai ST Co.,Ltd.",M,2,2,1,1,N,N,,10,25110,,,0,N,,20121226,01,,금속조립구조물 제조업,,www.hdst.co,장정식,3
4098633401,,락앤크리에이티브,(주),"ROCK & CREATIVE CO.,LTD.",M,2,2,1,1,N,N,,10,72129,,,0,N,,20130107,01,,서비스 엔지니어링업,,,고천석,14
4088199593,(주),이지넷,,Easynet,M,2,2,1,1,N,N,,10,42321,,,0,N,,20130115,01,,네트웍공사,,,문인식,3
4128146703,,이천식품,(주),"AGRICULTURAL CORPORATION ECHEUNG FOOD CO.,LTD.",M,2,2,1,1,N,N,,10,10309,,,0,N,,20121227,01,,"농산물의 가공, 생산, 유통",,,정수봉,5
1328612603,,보스톤홀딩스,(주),"Boston Holdings Co., Ltd.",M,2,2,1,1,N,N,,10,56123,,,0,N,,20130102,01,,서양음식업,,,김은상,15
1288683943,,삼운레저,(주),"SAMWOON LEISURE CO.,LTD.",M,2,2,1,1,N,N,,10,55101,,,0,N,,20130107,01,,숙박업,,www.benikeahotelseosan.com,이태의,1
1288684224,(주),사인웍스,,sign Works,M,2,2,1,1,N,N,,10,71310,,,0,N,,20130109,01,,광고대행,,www.signw.co.kr,이준호,3
1318529098,,대봉엘에스,(주),"Daebong LS Co., Ltd.",M,2,2,1,2,N,N,,10,21100,,,0,N,1111854,20050720,01,,,,,박종호외  1명,4
1058782064,,엠도글로벌,(주),"M Do Global Co., Ltd.",M,2,2,1,1,Y,N,,10,46443,,,0,N,,20130115,01,,1. 화장품 도소매업 및 수출입업,중국,mdoglobal.co.kr,장동슈오,27
1058782083,(주),코나글로벌,,Kona Global,M,2,2,1,1,N,N,,10,46333,,,0,N,,20130121,01,,"1.담배 도매업, 담배소매업, 상품중개업",,,린하이윈,3
2648110232,(주),톡스,,"Talks co.,ltd",M,2,2,1,1,N,N,,10,58222,,,0,N,,20130131,01,,인터넷 쇼핑몰업,,www.italks.co.kr,김재국,14
2118889506,(주),크레도웨이홀딩스,,"CREDOWAY Holdings Co., Ltd.",M,2,2,1,1,N,N,,10,58222,,,0,N,,20130129,01,,온라인 및 오프라인 교육업,,www.credoway.com,김성현,41
1058782822,(주),제이제이리컴퍼니,,JJ Ri Company,M,2,2,1,1,N,N,,10,58222,,,0,N,,20130129,01,,1. 소프트웨어 개발 및 서비스업,,www.wedqueen.com,이시형,6
1218623094,(주),환경조형연구소,,Environment Johyeong Research Institute,M,2,2,1,1,N,N,,10,33910,,,0,N,,20130204,01,,광고판 외,,,이덕순,6
1378630552,(주),제주팜,,Jeju Farm,M,2,2,1,1,N,N,,10,10799,,,0,N,,20130301,01,,1. 식품제조업,,,강수영,9
1448109391,(주),터치인솔,,Touch Insole,M,2,2,1,1,N,N,,10,46443,20423,,0,N,,20130125,01,,화장품(색조화장 외),,www.touchinsol.com,강은실,31
1328612976,(주),엠지와이,,"MGY Co., Ltd.",M,2,2,1,1,N,N,,10,46699,,,0,N,,20130118,01,,1.건축자재 도소매업.,,,김정주,0
3018621727,,크린팩케이징,(주),"Clean Paek K Jing Co., Ltd.",M,2,2,1,1,N,N,,10,17223,,,0,N,,20130204,01,,1.식품 포장용기 제조 및 도.소매업,,,성백중,0
5118121542,(주),해그린,,"HAI GREEN CO.,LTD.",M,2,2,1,1,N,N,,10,10000,,,0,N,,20130123,01,,1. 농수산물의 판매업,,www.haegreen.co.kr,박연욱,30
6158506953,(주),대흥피에스씨제이공장,,Daeheung PSCJ Factory,M,2,2,1,2,N,N,,10,30300,,,0,N,1146091,20020618,01,,자동차부품 제조,,,박성진,
1078788536,(주),위컴즈,,"Wikeomjeu Co.,Ltd.",M,2,2,1,1,N,Y,,10,58222,,,0,N,,20130220,01,,소프트웨어 개발 및 공급업,,www.wecoms.com,이종혁,24
1138669143,,홈넷홈,(주),HOM NET HOM Corp,M,2,2,1,1,N,N,,10,26410,,,0,N,,20130221,01,,홈네트워크,,homenethome.com,이정원,26
1218623250,(주),진성인베스트,,"Jinsung Invest Co., Ltd.",M,2,2,1,1,N,N,,10,46522,,,0,N,,20130213,01,,"엘지텔레콤 이동통신기기 도, 소매업",,,고재욱,6
2248157618,(주),성현,,"Sunghyun Co., Ltd.",M,2,2,1,1,N,N,,10,23100,,,0,N,,20130221,01,,단열제품 포장 및 출하업,,,이두형,38
3128648648,(주),세미원,,Semi-One.co.Ltd.,M,2,2,1,1,N,N,,10,29270,,,0,N,,20130218,01,,"반도체 및 반도체 부자재, 반도체 전공정장비 기술지원서비스 외",,www.semione.co.kr,이병호,2
3118144305,,필라컴,(주),"Filacom Co., Ltd",M,2,2,1,1,N,N,,10,46319,,,0,N,,20130301,01,,Special Master Batch,,,강환경,2
5078112200,(주),삼미철재건재,,"Sammi Steel Construction Material Co., Ltd.",M,2,2,1,1,N,N,,10,46699,,,0,N,,20130222,01,,건축자재 도.소매업,,,이경석,4
6068644800,(주),용관,,Yonggwan,M,2,2,1,1,N,N,,10,15219,,,0,N,,20130222,01,,캐주얼 신발류,,-,김세형,4
4108671633,(주),광원이엔시,,"Kwangwon ENC Co., Ltd.",M,2,2,1,1,N,N,,10,62021,,,0,N,,20130305,01,,정보처리 시스템 제공 및 네트웤 구축사업,,,강은미,4
4028600587,(주),그린트리,,Green Tree,M,2,2,1,1,N,N,,10,55101,,,0,N,,20130206,01,,관광호텔업,,www.classichotelgt.com,조수연,19
3128525838,,서울화인테크,(주),"Seoul Fine Tech Co.,Ltd.",M,2,2,1,2,N,N,,10,20400,,,0,N,1220726,20030701,01,,반도체약품 제조,,,김태남외  1명,14
1198668287,(주),레저큐,,"LEISUREQ Co., Ltd.",M,2,2,1,1,N,N,,10,90290,,,0,N,,20130306,01,,레저서비스,,www.leisureq.co.kr,문보국,56
2118892374,(주),망고플레이트,,"MangoPlate Co., Ltd.",M,2,2,1,1,N,N,,10,58222,,,0,N,,20130314,01,,"소프트웨어, 데이터베이스, 정보처리 및 제공기술, 시스템통합(IBS포함),",,test5988.com,최문석,20
2068675646,(주),다담산업개발,,Dadam Industrial Development,M,2,2,1,1,N,N,,10,68121,,,0,N,,20130314,01,,주택개발,,,백남진,5
1078789379,,엘이케이컨설팅,(유),L.E.K. CONSULTING LLC,M,2,2,1,1,Y,N,,10,71531,,,0,N,,20130307,04,,전략컨설팅 등,기타(구주),www.lek.com,사이먼마틴배레트,24
5028623013,(주),남아레나,,NAMARENA,M,2,2,1,1,N,N,,10,46410,,,0,N,,20130308,01,,수영복,,,김유근,6
5138174948,,바이텍,(주),"Bi-TECH CO.,Ltd.",M,2,2,1,1,N,N,,10,29271,,,0,N,,20130307,01,,초경 절삭부품 생산용 검사 장비개발 및 제조 판매업,,,황태상,13
1278648297,,에스에이치기업,(주),SH ENTERPRISE INC.,M,2,2,1,1,N,N,,10,52991,,,0,N,,20130308,01,,운송알선 및 중기대여업,,,안남훈,5
1418133913,(주),대륭,,"Daeryung Co.,Ltd.",M,2,2,1,1,N,N,,10,20202,,,0,N,,20130308,01,,합성 수지 제조업,,,윤종덕,6
1098640211,(주),자파,,Japa,M,2,2,1,1,N,N,,10,47859,,,0,N,,20130320,01,,"1.라텍스 시험용 장갑 도,소매업",,www.japacorp.co.kr,한덕자,3
2208857070,(주),제이알제11호위탁관리부동산투자회사,,"JR REIT XI CO.,LTD.",M,2,2,1,1,N,N,,10,68112,,,0,N,,20130516,01,,1. 부동산의 취득.관리.개량 및 처분,,,한병학,1
2068676062,(주),신영미트,,Sinyung Miteu,M,2,2,1,1,N,N,,10,46313,,,0,N,,20130322,01,,1. 축산물 도.소매업,,,선진혁,7
2208855577,(주),코크렙양재위탁관리부동산투자회사,,"KOCREF YANGJAE REIT CO.,LTD.",M,2,2,1,1,N,N,,10,68112,,,0,N,,20130328,01,,1. 부동산의 개발사업,,,전유훈,0
1228630787,(주),승우푸드,,"Seungu Food Co., Ltd.",M,2,2,1,1,N,N,,10,46329,,,0,N,,20130319,01,,"1. 식,잡 및 잡화,통조림 도,소매업",,,박경애,4
3128649574,(주),엠와이,,"MY Co.,Ltd.",M,2,2,1,1,N,N,,10,26121,,,0,N,,20130321,01,,1.반도체 제조업,,,임형재,12
6178606903,(주),케이비이엔씨,,"KBENC Co., Ltd",M,2,2,1,1,N,N,,10,42311,,,0,N,,20130329,01,,1. 전기공사업,,,박정남,4
6108620447,(주),금진종합건설,,"Keumjin General Construction Co., Ltd.",M,2,2,1,1,N,N,,10,41229,,,0,N,,20130320,01,,1. 토목건축 공사업,,,이회근,5
1418134076,(유),에스에이티,,SAT,M,2,2,1,1,N,N,,10,26299,,,0,N,,20130326,04,,1. 전자부품용 부품제조 및 판매업,,,김우권,173
3128558154,,동아전장(주)성환,,Dong-ah Electronic,M,2,2,1,2,N,N,,10,68119,,,0,N,1546298,20130301,01,,공장임대업,,,이우용외 1명,
2118560283,(주),올박스홀딩스,,Ol Box Holdings,M,2,2,1,2,N,N,,10,10700,,,0,N,3218292,20100806,01,,김치 도소매,,,이창원,1
1438501735,(주),동방에이젯,,"DONGBANG AZ CO.,LTD.",M,2,2,1,2,N,N,,10,74100,,,0,N,1831044,20130301,01,,조경시설물 제조업,,,변치헌,14
3038521880,(주),유코스텍,,U Koseutek,M,2,2,1,2,N,N,,10,26200,,,0,N,2763572,20100427,01,,전기전자부품 제조업,,,정희연,10
1428516502,(주),엠케이씨푸드지점,,MKC Food Branch,M,2,2,1,2,N,N,,10,47911,,,0,N,2189406,20120305,01,,전자상거래(통신판매)업,,,정민철,
1428516706,,기흥아이씨주유소,,GIHEONG IC GAS STATION,M,2,2,1,2,N,N,,10,47711,,,0,N,1355380,20120228,01,,주유소-소매업,,,허윤성외  1명,3
1248555244,,공명이엠씨,(주),"Kong Myung EMC Co., Ltd.",M,2,2,1,2,N,N,,10,42420,,,0,N,1377450,20070831,01,,창호공사업,,,조항찬,
6158515942,(주),보원산업죽곡공장,,Bowon Industry Jukgok Factory,M,2,2,1,2,N,N,,10,30300,,,0,N,1861014,20070701,01,,자동차부품 제조,,,이창훈,
5148522247,(주),신정기공2공장,,Shinjeong Engineering & Manufacturing 2Factory,M,2,2,1,2,N,N,,10,29130,,,0,N,1893240,20110501,01,,"펌퍼,밸브,산업기기및유사장치 제조업",,,오인식,
1198536944,(주),엘켐텍,,"Elchem Tech Co.,Ltd.",M,2,2,1,2,N,N,,10,68112,,,0,N,1381720,20120728,01,,비주거용 건물 임대업,,,문상봉,
1048657245,(주),트랜스파워,,"TRANSPOWER CO., LTD.",M,2,2,1,1,N,N,,10,73902,,,0,N,,20130401,01,,"특허 번역, 기술 번역",,www.transpower.co.kr,김영재,32
1078791370,(주),미래비젼교육,,Mirae Vision Education,M,2,2,1,1,N,N,,10,85640,,,0,N,,20130404,01,,원격평생교육시설 설치 및 운영,,,이동규,53
1148708393,(주),더보안,,"TheBoan, Ltd.",M,2,2,1,1,N,N,,10,58221,,,0,N,,20130410,01,,컴퓨터 보안장비 시스템 개발 및 판매업,,www.theboan.com,전익찬,8
2048642120,(주),제이더블유인터내쇼널,,"JW International co., Ltd.",M,2,2,1,1,N,N,,10,46311,,,0,N,,20130415,01,,농수산물 수출입업.,,,강성수,3
1378632773,(주),경일피유텍,,Gyeongil PU Tek,M,2,2,1,1,N,N,,10,23994,,,0,N,,20130415,01,,자동차 패드 및 사무용 의자 부품 제조 및 판매업,,,신선이,16
1428158222,(주),쌤빛,,"SSemViT Co., Ltd.",M,2,2,1,1,N,Y,,10,29271,,,0,N,,20130411,01,,반도체. LCD 장비및 부품일체 제조업,,www.ssemvit.com,서연선,29
3128650557,(주),비오엠,,BOM,M,2,2,1,1,N,N,,10,27213,,,0,N,,20130415,01,,반도체 검사장비 제조,,,정주평,26
3118144756,(주),우진할인마트,,Ujin Discount Mart,M,2,2,1,1,N,N,,10,46329,,,0,N,,20130410,01,,"식품,잡화 도소매업",,,송기진,6
4098627189,,경향셀,(유),"KYUNGHYANG CELL Co., Ltd.",M,2,2,1,1,N,Y,,10,22199,,,0,N,,20120221,04,,고무발포단열제류,,www.kaiflex.co.kr,정성훈,46
1278650129,(주),우리인터내셔널,,"WOORI INTERNATIONAL CO., LTD.",M,2,2,1,1,N,N,,10,13109,,,0,N,,20130411,01,,섬유 제조업,,,김인영,5
5138525708,(주),영남복합물류공사,,"Youngnam Integrated Freight Terminal Co., Ltd.",M,2,2,1,2,N,N,,10,52913,,,0,N,2267823,20100401,01,,화물자동차터미널시설운영,,,양성익,6
2208856727,(주),카이트제사호기업구조조정부동산투자회사,,"KAIT 4 CR-REIT CO.,LTD.",M,2,2,1,1,N,N,,10,68112,,,0,N,,20130416,01,,부동산개발사업,,,장창호,2
1058787206,(주),와이제이에셋,,"YJ Asset Co., Ltd.",M,2,2,1,1,N,N,,10,66202,,,0,N,,20130416,01,,보험대리점업,,,김애순,
1148708656,(주),실드,,shield,M,2,2,1,1,N,N,,10,74210,,,0,N,,20130418,01,,건물청소용역 외,,,진정숙,1
2048641801,(주),임엘,,"Im L Co., Ltd.",M,2,2,1,1,N,N,,10,41225,,,0,N,,20130422,01,,기계설비공사업,,,이오복,17
1178184103,(주),더블에이치,,Double H Ltd.,M,2,2,1,1,N,Y,,10,58222,,,0,N,,20130425,01,,"소프트웨어 개발, 제조, 유통 자문 및 유지보수.",,www.lumidiet.com,이경한,7
1058786323,(주),이너스커뮤니케이션즈,,"INNOUS COMMUNICATIONS Co., Ltd.",M,2,2,1,1,N,N,,10,71399,,,0,N,,20130501,01,,광고서비스(전시대행 등),,,남용호,7
1448112620,(주),희망임대주택위탁관리부동산투자회사,,Huimang Rental Property Foster Care REIT,M,2,2,1,1,N,N,,10,68112,,,0,N,,20130423,01,,부동산의 개발사업,,,이동주,1
1428158372,(주),고향에프에스,,GOHYANG FS. INC..,M,2,2,1,1,N,N,,10,10000,,,0,N,,20130423,01,,"냉면, 탕 외",,,김선호,10
1438110861,(주),에스에이치컴퍼니,,SH Company,M,2,2,1,1,N,N,,10,29271,,,0,N,,20130425,01,,반도체장비 제조업,,,이승훈,8
3148646568,,도솔개발,(주),"Dosol Development Co., Ltd.",M,2,2,1,1,N,N,,10,41229,,,0,N,,20130424,01,,건축공사업,,,김영목,40
3128650504,,한스종합건설,(주),Hans General Construction,M,2,2,1,1,N,N,,10,41229,,,0,N,,20130417,01,,일반건축업,,,정유근,8
5068183871,(주),백두스틸산업,,"Baekdu Steel Industry Co., Ltd.",M,2,2,1,1,N,N,,10,33999,,,0,N,,20130418,01,,"철강 및 판넬 제조업 및 도,소매업",,,박준환,4
6178607464,(주),세가사미부산,,SEGA SAMMY BUSAN INC.,M,2,2,1,1,Y,N,,10,55101,,,0,N,,20130418,01,,관광호텔 숙박업,일본,,츠루미나오야,4
4108673999,(주),한강종합건설,,"Hangang General Construction Co., Ltd.",M,2,2,1,1,N,N,,10,68121,,,0,N,,20130425,01,,주택건설 및 분양공급업,,,김유근,13
2048641664,,녹색드림협동조합,,Greendream Hyeopdongjohap,M,2,2,1,1,N,N,,10,94110,,,0,N,,20130409,05,,"노동자, 소비자, 후원자등 여러 유형의 이해관계자들이 모여 자주적,자립",,www.greensolar.kr,허인회,6
2648115182,(주),상원건설,,"Sangwon Construction Co., Ltd.",M,2,2,1,1,N,N,,10,41121,,,0,N,,20130501,01,,건축공사,,,홍성근,7
2248158543,,영원기술,(주),"BISAN CONSTRUCTION CO.,LTD.",M,2,2,1,1,N,N,,10,46311,,,0,N,,20130502,01,,농산물의유통. 가공. 판매,,,원용옥,1
6218602959,(주),통컴,,TONG COMM,M,2,2,1,1,N,N,,10,28422,,,0,N,,20130603,01,,엘이디 조명 및 영상 제조업,,tongcom.net,이기호,3
6068646093,,용우건설,(주),YONGWOO CONSTRUCTION,M,2,2,1,1,N,N,,10,42132,,,0,N,,20130430,01,,철근콘크리트공사,,,김정곤,8
2118895459,(주),에이앤알인터내셔널,,A&R International,M,2,2,1,1,N,N,,10,46443,,,0,N,,20130509,01,,화장품 도소매,,,고성민,1
1318648243,,흥보테크,(주),"Heungbo Industry Co.,Ltd.",M,2,2,1,1,N,N,,10,29299,,,0,N,,20130508,01,,"화장품, 의약품, 식품화학기계 제조업",,,오진호,1
1298680954,,효심,(주),hyosim co.ltd,M,2,2,1,1,N,N,,10,72129,,,0,N,,20130514,01,,시설물 안전진단 외,,www.hyosim.org,남영신,42
6068646356,(주),호두,,"HODU Co., Ltd.",M,2,2,1,1,N,N,,10,31114,,,0,N,,20130506,01,,선박부품,,www.hoducompany.com,이해룡,14
4078125948,(주),순창가족식품,,SUNCHANG FAMILY FOOD CO.,M,2,2,1,1,N,N,,10,10743,,,0,N,,20130301,01,,각종 장류 제조업,,,이수진,8
6168534530,,씨엘블루호텔,,CL Blue Hotel,M,2,2,1,2,N,N,,10,55101,,,0,N,6724338,20130514,01,,"부동산 임대업, 관리업",,,안규희,13
2158544359,,삼성기전,(주),"Samsung Mechanical & Electrical Co.,Ltd.",M,2,2,1,2,N,N,,10,42200,,,0,N,1480859,20121010,01,,"신재생에너지, 소방설비, 전기공사",,samsungac.net,양진원,16
6168529997,(주),유원엠텍제주지사,,YOOWON M-TECH CO.LTD.,M,2,2,1,2,N,N,,10,28119,,,0,N,2650082,20060502,01,,풍력발전기,,www.yoowonmtech.com,한재식,2
3128542609,(주),행성디지털천안공장,,Hangseong Digital_Cheonan Factory,M,2,2,1,2,N,N,,10,26221,,,0,N,1572998,20090115,01,,PCB Ass＇y 외,,www.haengsung.com,강영석외  1명,34
2068677964,,에코하이호,(주),EcoHiHope Ltd,M,2,2,1,1,N,N,,10,70129,,,0,N,,20130514,01,,"환경, 에너지, 기후변화 컨설팅",,www.ecohiho.com,김석겸,3
2118894969,(주),와이즈버즈,,Wise birds Inc.,M,2,2,1,1,N,N,,10,71310,,,0,N,,20130516,01,,SNS 광고 외,,www.adwitt.com,김종원,102
5048609128,(주),동원미트,,"DONGWON MEAT CO.,LTD.",M,2,2,1,1,N,N,,10,46313,,,0,N,,20130515,01,,"농산물, 수산물, 축산물 등 유통업",,,이영숙,2
6088198568,,엔에스테크,(주),"NSTECH CO., Ltd.",M,2,2,1,1,N,N,,10,31202,,,0,N,,20130515,01,,전동차 제어장치,,-,남문희,3
2318100210,(주),퍼메이드빈센트,,dongsuhoa,M,2,2,1,1,N,N,,10,32091,,,0,N,,20130515,01,,사무용가구,,,이승환,14
1238638496,,컨버젠,(주),"CONVERGEN.,CO.LTD",M,2,2,1,1,N,N,,10,29294,,,0,N,,20130521,01,,몰드 금형 및 사출,,www.convergen.co.kr,하광운,52
5048606475,(주),인베스트아시아,,"INVEST ASIA CO.,LTD.",M,2,2,1,1,N,N,,10,68221,,,0,N,,20130516,01,,부동산 투자자문 및 컨설팅업,,,정용,1
2068678508,(주),강토종합건설,,"Gangto Construction Co., Ltd.",M,2,2,1,1,N,N,,10,41129,,,0,N,,20130603,01,,건축공사,,,유영미,9
2118895541,(주),도미니트레이딩,,"Domini Trading Co., Ltd.",M,2,2,1,1,N,N,,10,52910,46000,,0,N,,20130529,01,,"물류용역도급, 의류, 잡화 등",,,노희주,87
2648116992,(주),이천디씨기업구조조정부동산투자회사,,Icheon DC Corporate Restructuring Real Estate Investment Trust,M,2,2,1,1,Y,N,,10,68112,,,0,N,,20130531,01,,부동산의 개발,싱가포르,,최인원,4
2158782342,(주),프랜차이즈서비스아시아리미티드,,FRANCHISE SERVICE ASIA LIMITED. co.,M,2,2,1,1,Y,N,,10,71531,,,0,N,,20130607,01,,"주식회사 지엔에스비에이치씨(""비에이치씨"")의 주식, 지분, 증권, 파생상",몰타,,박현종,1
3148662684,,자운건설산업,(주),"Jaun Construction Industry Co., Ltd.",M,2,2,1,1,N,N,,10,10309,,,0,N,,20130530,01,,농축수산물의 가공 및 제조업,,,심연옥,3
5048606780,(주),팜바이오스,,Pam Bios,M,2,2,1,1,N,N,,10,10799,,,0,N,,20130613,01,,화장품 원료,,www.farmbios.com,김종명,9
4108675605,(주),원흥건설기술공사,,"Wonheung Construction Technology Gongsa Co., Ltd.",M,2,2,1,1,N,N,,10,72921,,,0,N,,20130603,01,,"측지측량업,공공측량업,일반측량업,연안조사측량업,항공사진촬영업,항공",,,조강영,24
1018668011,(주),바디스타,,"BODY STAR CO.,LTD.",M,2,2,1,1,N,N,,10,91132,,,0,N,,20111212,01,,서비스업,,www.bodystarfitness.co.kr,신운기,78
1078744106,(주),카페고메,,"Cafe Gome Co., Ltd.",M,2,2,1,1,N,N,,10,52999,,,0,N,,20101125,01,,"그 외 기타 분류 안된 운송 관련 서비스업",,,최연숙,
